transaction_id,account_id,transaction_type,amount,timestamp
5090,1012,CREDIT,1051,2026-04-12 05:37:28
5091,1013,DEBIT,4635,2025-11-19 21:02:32
5092,1013,CREDIT,439,2025-08-12 16:23:21
5093,1013,DEBIT,2135,2026-04-06 11:59:38
5094,1013,DEBIT,2267,2025-07-26 09:44:51
5095,1013,DEBIT,1987,2025-11-18 01:49:58
5096,1013,CREDIT,1329,2026-02-21 22:04:59
5097,1014,CREDIT,710,2025-07-02 09:28:47
5098,1014,DEBIT,3731,2025-06-18 05:04:12
5099,1014,CREDIT,4353,2025-11-04 01:43:42
5100,1014,DEBIT,3134,2026-04-09 11:08:29
5101,1014,CREDIT,4808,2025-06-21 21:49:23
5102,1015,CREDIT,902,2026-01-21 06:27:49
5103,1015,CREDIT,2365,2025-10-22 04:25:29
5104,1015,CREDIT,2432,2026-02-21 14:20:59
5105,1015,CREDIT,3677,2025-10-22 18:12:36
5106,1015,DEBIT,1773,2026-02-20 15:33:50
5107,1015,CREDIT,408,2026-03-10 10:35:30
5108,1015,DEBIT,3449,2026-03-15 10:56:20
5109,1015,CREDIT,2551,2025-08-20 12:24:09
5110,1016,CREDIT,443,2026-06-09 14:20:27
5111,1016,CREDIT,3191,2026-04-15 12:02:19
5112,1016,DEBIT,3419,2026-04-17 19:29:16
5113,1016,CREDIT,3203,2026-05-13 23:19:12
5114,1016,DEBIT,1176,2025-08-22 14:40:37
5115,1017,CREDIT,1495,2026-03-14 08:05:53
5116,1017,DEBIT,3142,2025-09-04 03:38:41
5117,1017,DEBIT,4405,2025-07-24 06:55:19
5118,1017,CREDIT,1672,2025-07-31 21:01:54
5119,1017,DEBIT,3748,2026-05-11 10:05:56
5120,1017,DEBIT,375,2025-08-27 08:40:36
5121,1017,DEBIT,3852,2025-09-08 23:58:45
5122,1017,CREDIT,1546,2025-09-05 02:27:42
5123,1017,DEBIT,2535,2025-06-27 18:42:41
5124,1018,CREDIT,200,2025-07-15 19:22:43
5125,1018,DEBIT,4228,2025-12-10 07:35:37
5126,1018,CREDIT,4642,2026-03-04 07:52:58
5127,1018,CREDIT,4176,2026-04-16 17:02:24
5128,1018,CREDIT,4104,2025-07-05 05:46:58
5129,1018,DEBIT,1841,2025-06-26 04:59:37
5130,1018,CREDIT,2433,2025-09-29 22:14:07
5131,1018,CREDIT,973,2025-06-23 05:47:52
5132,1018,DEBIT,3741,2025-11-05 02:20:36
5133,1018,CREDIT,4836,2025-09-28 13:53:05
5134,1019,DEBIT,597,2026-01-28 03:32:30
5135,1019,DEBIT,3169,2025-07-11 02:26:16
5136,1019,DEBIT,4361,2026-01-05 13:51:44
5137,1019,DEBIT,1178,2025-11-29 11:48:51
5138,1019,DEBIT,3538,2025-08-28 10:40:44
5139,1019,DEBIT,458,2026-05-19 23:31:21
5140,1019,CREDIT,137,2026-01-24 16:46:01
5141,1019,DEBIT,2668,2025-08-19 09:07:33
5142,1020,DEBIT,3409,2026-05-19 03:20:12
5143,1021,DEBIT,188,2025-12-03 16:49:25
5144,1021,DEBIT,4298,2025-08-04 03:51:24
5145,1021,DEBIT,1441,2026-04-22 03:53:35
5146,1021,CREDIT,4293,2025-12-28 17:05:02
5147,1021,CREDIT,4414,2026-03-18 00:54:34
5148,1021,CREDIT,385,2025-07-16 08:52:36
5149,1022,DEBIT,2123,2026-01-28 10:18:07
5150,1022,CREDIT,3857,2026-01-03 13:54:45
5151,1022,CREDIT,430,2025-07-31 14:17:25
5152,1022,CREDIT,1932,2025-12-11 16:40:00
5153,1022,CREDIT,440,2026-05-26 03:37:44
5154,1022,CREDIT,2564,2025-09-19 20:53:17
5155,1023,DEBIT,1074,2025-06-27 12:18:10
5156,1023,CREDIT,3424,2025-08-31 11:41:03
5157,1023,CREDIT,3289,2026-05-13 08:26:36
5158,1023,DEBIT,3367,2025-11-27 07:39:53
5159,1024,CREDIT,336,2026-05-18 23:24:24
5160,1024,DEBIT,2942,2025-09-25 21:49:34
5161,1024,DEBIT,218,2025-10-23 16:06:59
5162,1024,DEBIT,4084,2026-05-05 20:27:35
5163,1024,CREDIT,2538,2026-03-25 05:45:49
5164,1024,DEBIT,3618,2026-02-26 15:48:45
5165,1024,DEBIT,1494,2025-08-14 15:49:17
5166,1025,CREDIT,1390,2026-03-30 19:13:35
5167,1025,CREDIT,4620,2025-09-23 23:10:29
5168,1025,DEBIT,2422,2025-10-10 09:39:35
5169,1025,DEBIT,1965,2026-04-03 03:30:45
5170,1025,DEBIT,1241,2025-07-05 13:49:11
5171,1025,CREDIT,2866,2025-08-12 14:18:22
5172,1026,CREDIT,2274,2026-02-13 21:21:49
5173,1026,CREDIT,809,2025-11-09 18:20:20
5174,1026,CREDIT,3497,2025-06-26 16:03:42
5175,1026,DEBIT,3626,2026-03-14 13:44:34
5176,1026,DEBIT,567,2026-05-08 01:53:41
5177,1026,DEBIT,4767,2025-12-26 05:29:07
5178,1026,CREDIT,2086,2026-06-15 00:02:36
5179,1026,DEBIT,1648,2025-06-20 08:57:03
5180,1027,CREDIT,1911,2026-05-27 17:43:31
5181,1027,DEBIT,4180,2025-10-18 19:23:48
5182,1027,DEBIT,2558,2025-08-16 21:10:12
5183,1027,DEBIT,2144,2026-03-03 08:24:55
5184,1027,CREDIT,803,2025-11-17 21:00:19
5185,1027,DEBIT,3563,2026-04-05 05:58:56
5186,1027,CREDIT,3547,2026-03-25 17:37:08
5187,1027,CREDIT,1035,2025-09-25 04:52:33
5188,1027,CREDIT,1920,2025-09-03 07:31:34
5189,1027,CREDIT,4098,2025-10-22 03:44:26
5190,1028,CREDIT,3607,2025-08-05 15:04:52
5191,1029,CREDIT,4232,2026-03-25 04:00:04
5192,1029,CREDIT,1068,2025-12-20 15:11:50
5193,1029,DEBIT,2228,2025-11-01 21:53:29
5194,1029,DEBIT,2519,2025-07-31 14:12:43
5195,1029,DEBIT,1548,2025-08-19 06:36:45
5196,1029,DEBIT,2750,2026-03-01 03:10:40
5197,1029,DEBIT,1829,2025-09-09 01:36:35
5198,1029,CREDIT,2609,2025-08-24 22:45:11
5199,1030,CREDIT,1496,2026-06-03 16:39:48
5200,1030,CREDIT,2796,2026-05-14 15:27:34
5201,1030,DEBIT,2008,2025-10-19 23:35:04
5202,1030,CREDIT,4715,2025-07-20 08:18:28
5203,1031,CREDIT,4321,2026-03-25 11:17:18
5204,1031,DEBIT,2857,2025-07-30 16:53:04
5205,1031,DEBIT,4684,2026-05-05 13:20:03
5206,1031,DEBIT,2482,2026-03-21 20:18:15
5207,1031,DEBIT,3755,2026-05-15 20:36:47
5208,1032,CREDIT,1166,2025-07-31 17:17:34
5209,1032,DEBIT,4794,2025-10-17 16:08:04
5210,1032,DEBIT,1456,2025-07-23 05:19:19
5211,1032,CREDIT,1545,2025-08-30 15:34:43
5212,1032,CREDIT,4036,2026-01-13 23:09:24
5213,1032,CREDIT,4703,2026-05-21 13:57:50
5214,1032,CREDIT,3691,2026-06-17 02:58:02
5215,1032,CREDIT,1564,2025-12-01 09:30:09
5216,1032,DEBIT,2641,2025-12-10 05:17:41
5217,1033,DEBIT,2979,2026-02-03 10:49:23
5218,1033,DEBIT,3985,2026-03-12 03:32:43
5219,1033,DEBIT,247,2026-01-02 10:09:22
5220,1033,DEBIT,1830,2025-08-18 06:58:48
5221,1034,DEBIT,4409,2025-11-04 12:59:13
5222,1034,CREDIT,3897,2025-12-17 06:03:31
5223,1034,CREDIT,1604,2026-02-13 11:00:31
5224,1034,CREDIT,2842,2026-02-12 00:34:24
5225,1034,DEBIT,1148,2026-05-16 09:15:46
5226,1034,CREDIT,4311,2026-01-27 16:20:51
5227,1034,DEBIT,2830,2025-08-31 21:57:41
5228,1034,CREDIT,4157,2025-09-21 12:38:17
5229,1034,CREDIT,717,2026-03-16 06:39:02
5230,1035,CREDIT,2121,2026-02-25 07:36:10
5231,1035,CREDIT,2562,2026-05-28 01:26:52
5232,1035,CREDIT,794,2026-06-11 23:00:54
5233,1035,CREDIT,2670,2026-01-06 19:42:49
5234,1035,DEBIT,4624,2025-07-08 06:59:46
5235,1035,DEBIT,4196,2025-11-18 08:09:18
5236,1035,CREDIT,1264,2026-02-06 08:28:31
5237,1035,CREDIT,3988,2026-03-15 18:52:10
5238,1035,DEBIT,669,2025-11-06 09:53:04
5239,1036,DEBIT,1421,2026-03-17 12:15:51
5240,1036,CREDIT,4669,2026-05-14 15:49:18
5241,1036,CREDIT,4301,2025-11-16 02:01:12
5242,1036,CREDIT,4254,2026-02-06 13:22:34
5243,1036,DEBIT,4581,2025-06-26 10:04:37
5244,1036,DEBIT,4185,2025-08-24 04:41:52
5245,1036,DEBIT,2465,2025-11-06 02:52:31
5246,1037,DEBIT,1383,2025-09-27 13:38:48
5247,1037,CREDIT,4515,2025-06-30 16:09:43
5248,1038,DEBIT,2981,2026-01-20 11:12:46
5249,1038,DEBIT,4216,2025-07-12 20:48:10
5250,1038,CREDIT,933,2025-11-19 00:03:17
5251,1038,CREDIT,3809,2026-01-08 07:43:05
5252,1038,CREDIT,1925,2025-08-18 21:20:22
5253,1038,DEBIT,3655,2025-06-21 22:01:31
5254,1038,CREDIT,3139,2025-09-05 00:16:37
5255,1038,DEBIT,324,2026-01-22 15:27:51
5256,1038,CREDIT,3951,2026-05-05 20:54:46
5257,1039,DEBIT,481,2026-01-27 22:54:19
5258,1039,DEBIT,1452,2025-10-22 17:12:28
5259,1039,CREDIT,3166,2026-06-13 13:00:31
5260,1039,DEBIT,4712,2026-03-21 15:44:47
5261,1039,CREDIT,2491,2026-01-04 18:19:43
5262,1040,CREDIT,2541,2025-12-01 17:06:28
5263,1040,CREDIT,1523,2026-01-28 02:05:13
5264,1041,DEBIT,946,2026-01-01 17:52:04
5265,1041,DEBIT,1196,2025-12-29 08:53:56
5266,1041,CREDIT,4277,2026-01-18 23:54:26
5267,1042,DEBIT,4429,2026-06-11 18:47:59
5268,1042,DEBIT,3096,2025-07-18 06:40:12
5269,1042,CREDIT,2670,2026-06-13 15:20:02
5270,1043,DEBIT,4902,2025-07-02 22:50:33
5271,1044,DEBIT,2295,2025-11-13 18:59:34
5272,1044,DEBIT,4419,2025-10-27 12:33:05
5273,1044,CREDIT,4847,2025-08-11 16:47:35
5274,1044,DEBIT,4868,2026-03-01 12:05:31
5275,1045,DEBIT,2617,2025-09-14 22:20:38
5276,1045,CREDIT,1625,2025-07-03 06:51:00
5277,1045,CREDIT,4382,2025-11-21 17:33:27
5278,1045,CREDIT,2985,2026-05-27 04:44:16
5279,1046,DEBIT,1668,2025-07-02 06:54:11
5280,1046,DEBIT,3123,2025-08-03 10:58:32
5281,1046,CREDIT,3770,2026-06-04 08:35:12
5282,1046,CREDIT,2823,2025-12-03 17:01:34
5283,1046,DEBIT,3302,2025-07-17 23:17:34
5284,1046,DEBIT,705,2025-10-13 07:35:19
5285,1046,CREDIT,4357,2026-04-15 18:31:46
5286,1046,DEBIT,3863,2026-03-15 03:45:32
5287,1046,DEBIT,3885,2025-12-24 11:58:17
5288,1047,CREDIT,543,2026-03-05 04:55:47
5289,1047,DEBIT,741,2025-09-04 09:53:03
5290,1047,CREDIT,3658,2026-06-10 01:32:49
5291,1047,CREDIT,3956,2026-06-13 12:20:03
5292,1047,DEBIT,3008,2025-07-31 13:13:11
5293,1047,CREDIT,801,2025-07-05 21:19:40
5294,1047,DEBIT,456,2025-12-31 04:28:09
5295,1047,CREDIT,1984,2026-01-15 06:53:31
5296,1048,DEBIT,3004,2025-09-22 18:55:13
5297,1049,CREDIT,1915,2026-02-18 04:44:51
5298,1049,DEBIT,670,2026-05-13 17:56:36
5299,1049,CREDIT,2189,2026-05-18 15:48:50
5300,1049,CREDIT,898,2025-08-25 17:36:21
5301,1049,DEBIT,101,2025-11-08 09:53:49
5302,1049,DEBIT,2098,2026-02-13 21:51:29
5303,1049,CREDIT,2307,2025-07-30 07:24:02
5304,1049,DEBIT,4177,2026-05-25 06:56:28
5305,1049,DEBIT,1105,2025-12-27 22:53:54
5306,1050,DEBIT,908,2025-08-28 04:29:46
5307,1050,CREDIT,1710,2026-04-17 00:05:10
5308,1050,CREDIT,3055,2026-01-26 12:08:37
5309,1050,DEBIT,4100,2025-08-03 16:38:49
5310,1050,CREDIT,1939,2025-08-04 22:58:53
5311,1050,CREDIT,420,2026-05-01 20:05:59
5312,1050,CREDIT,1079,2026-04-03 20:13:52
5313,1050,CREDIT,967,2025-09-01 13:17:58
5314,1051,CREDIT,4455,2025-06-24 13:19:57
5315,1051,DEBIT,3560,2026-04-03 20:39:00
5316,1051,CREDIT,4536,2025-09-23 17:21:55
5317,1051,CREDIT,1419,2026-01-18 15:19:52
5318,1051,DEBIT,3385,2025-12-23 01:20:40
5319,1051,DEBIT,3378,2025-08-25 12:31:10
5320,1052,DEBIT,4065,2025-07-25 16:51:36
5321,1052,CREDIT,1183,2025-11-12 23:27:49
5322,1052,DEBIT,1721,2026-01-18 10:55:12
5323,1052,DEBIT,3281,2025-06-26 03:11:32
5324,1052,CREDIT,2569,2026-03-13 08:21:27
5325,1053,CREDIT,4908,2025-09-08 20:07:37
5326,1054,DEBIT,2073,2025-06-18 18:25:36
5327,1054,CREDIT,1074,2025-08-05 00:26:55
5328,1054,DEBIT,1281,2026-02-25 06:05:27
5329,1055,DEBIT,4075,2025-09-08 01:37:32
5330,1055,DEBIT,3237,2025-10-20 04:07:00
5331,1055,DEBIT,1856,2025-07-09 05:43:47
5332,1055,CREDIT,690,2025-06-25 02:57:45
5333,1055,CREDIT,3400,2026-03-11 07:54:06
5334,1055,DEBIT,2991,2025-06-30 09:29:35
5335,1055,CREDIT,2786,2025-08-02 13:43:26
5336,1055,DEBIT,639,2025-08-27 04:59:09
5337,1056,CREDIT,186,2026-01-12 21:01:00
5338,1056,CREDIT,3589,2026-04-07 09:42:07
5339,1056,DEBIT,2948,2025-10-31 22:05:29
5340,1056,CREDIT,3168,2026-03-28 12:08:55
5341,1056,DEBIT,1423,2025-12-04 13:15:21
5342,1056,DEBIT,3204,2025-11-06 09:57:02
5343,1056,CREDIT,1430,2025-12-30 00:07:32
5344,1056,CREDIT,224,2025-08-17 17:18:37
5345,1056,DEBIT,2061,2025-07-25 16:08:57
5346,1056,CREDIT,2966,2025-11-20 11:50:18
5347,1057,DEBIT,511,2026-06-15 18:14:08
5348,1057,DEBIT,1461,2026-05-01 22:04:52
5349,1057,DEBIT,380,2026-04-14 00:13:07
5350,1058,DEBIT,1473,2025-07-23 23:57:14
5351,1058,DEBIT,638,2026-02-10 19:02:48
5352,1058,CREDIT,1286,2026-02-22 06:33:39
5353,1058,DEBIT,3709,2025-11-05 06:30:13
5354,1058,CREDIT,4899,2025-09-14 01:54:43
5355,1058,DEBIT,1995,2026-02-25 11:49:07
5356,1058,DEBIT,4907,2025-09-09 14:34:19
5357,1058,CREDIT,2392,2026-01-06 12:06:31
5358,1058,CREDIT,1702,2025-09-17 12:53:01
5359,1059,CREDIT,4120,2025-10-26 23:28:33
5360,1059,DEBIT,2736,2025-07-15 16:01:00
5361,1059,DEBIT,4297,2026-06-09 09:37:44
5362,1060,CREDIT,3094,2026-05-09 18:11:53
5363,1060,CREDIT,2245,2025-07-27 17:00:40
5364,1060,CREDIT,1930,2025-11-13 15:55:54
5365,1061,DEBIT,3360,2026-02-12 08:07:08
5366,1061,DEBIT,2400,2025-10-25 19:59:51
5367,1061,CREDIT,1986,2025-08-10 20:57:16
5368,1061,CREDIT,1454,2025-12-29 14:56:10
5369,1062,DEBIT,1863,2026-01-17 00:37:34
5370,1062,CREDIT,2118,2025-11-20 03:14:24
5371,1062,DEBIT,4974,2025-10-13 20:14:56
5372,1062,DEBIT,3508,2025-07-09 07:00:33
5373,1062,CREDIT,1206,2026-03-26 00:01:18
5374,1063,CREDIT,2996,2026-03-31 19:31:46
5375,1063,DEBIT,564,2025-10-31 00:08:31
5376,1063,DEBIT,4200,2026-03-25 03:08:35
5377,1063,DEBIT,2947,2026-05-04 14:05:33
5378,1063,CREDIT,4617,2025-07-18 07:25:32
5379,1063,DEBIT,2980,2026-03-08 16:42:20
5380,1064,CREDIT,2994,2025-10-25 14:34:34
5381,1064,CREDIT,4304,2026-03-30 15:32:42
5382,1064,CREDIT,3541,2026-03-09 19:12:01
5383,1064,DEBIT,4933,2025-09-11 20:49:19
5384,1064,CREDIT,435,2025-08-21 19:04:29
5385,1064,CREDIT,4172,2025-12-13 17:25:49
5386,1065,DEBIT,2201,2025-06-27 03:56:48
5387,1065,DEBIT,4087,2025-09-23 19:45:56
5388,1065,DEBIT,177,2025-08-01 01:17:57
5389,1065,DEBIT,3361,2026-03-20 00:58:26
5390,1065,CREDIT,3461,2026-02-17 23:16:58
5391,1066,CREDIT,2208,2025-07-07 00:37:46
5392,1066,DEBIT,3122,2026-01-09 16:53:30
5393,1066,CREDIT,262,2025-08-15 19:19:14
5394,1066,CREDIT,4831,2026-01-16 08:17:41
5395,1066,CREDIT,4807,2026-06-12 17:13:37
5396,1066,DEBIT,3619,2026-06-05 19:06:25
5397,1066,DEBIT,256,2026-01-10 14:58:35
5398,1066,CREDIT,4317,2025-07-25 00:36:11
5399,1066,DEBIT,1596,2026-03-25 17:25:47
5400,1066,CREDIT,1777,2026-03-12 19:09:00
5401,1067,DEBIT,537,2025-06-26 02:34:00
5402,1067,CREDIT,3370,2026-02-02 16:31:24
5403,1067,CREDIT,3361,2025-08-24 02:53:20
5404,1067,DEBIT,2311,2026-06-06 22:35:57
5405,1067,DEBIT,1048,2026-03-12 02:14:27
5406,1067,DEBIT,1533,2026-03-30 01:00:16
5407,1067,CREDIT,640,2025-06-21 05:42:02
5408,1067,CREDIT,3245,2026-04-25 17:28:28
5409,1068,CREDIT,3921,2025-12-13 09:01:45
5410,1068,DEBIT,1353,2026-03-24 17:19:09
5411,1068,DEBIT,4088,2026-01-18 15:29:09
5412,1068,CREDIT,3427,2025-11-06 06:03:38
5413,1068,DEBIT,4342,2025-07-05 19:23:36
5414,1068,CREDIT,3833,2025-07-28 21:50:11
5415,1068,CREDIT,3461,2026-05-12 01:59:35
5416,1068,DEBIT,4430,2025-08-21 03:20:01
5417,1068,DEBIT,981,2026-05-06 09:05:41
5418,1068,DEBIT,1833,2025-10-13 01:45:58
5419,1069,DEBIT,855,2026-03-21 03:14:13
5420,1069,DEBIT,239,2026-03-22 23:44:45
5421,1070,DEBIT,1669,2025-12-15 13:17:54
5422,1070,DEBIT,4189,2025-12-10 08:58:39
5423,1071,CREDIT,2884,2025-06-30 18:52:38
5424,1071,DEBIT,3255,2025-08-09 04:37:19
5425,1071,DEBIT,1388,2025-07-05 17:51:39
5426,1071,DEBIT,1528,2026-02-19 20:22:24
5427,1071,CREDIT,4320,2026-04-23 01:51:58
5428,1071,CREDIT,3665,2025-09-07 02:23:54
5429,1071,CREDIT,2102,2025-11-24 21:12:20
5430,1071,DEBIT,3057,2026-04-02 03:32:55
5431,1072,CREDIT,4622,2025-07-13 08:23:53
5432,1072,DEBIT,1296,2026-04-25 21:58:27
5433,1073,DEBIT,4430,2025-12-24 16:47:07
5434,1073,DEBIT,3935,2025-07-07 03:46:02
5435,1073,CREDIT,2667,2026-01-22 00:27:23
5436,1073,CREDIT,3185,2026-05-03 15:09:04
5437,1073,DEBIT,1035,2026-01-01 07:56:41
5438,1073,DEBIT,3621,2025-06-29 19:51:31
5439,1073,CREDIT,4488,2026-05-03 20:15:42
5440,1073,CREDIT,3694,2025-09-06 05:54:36
5441,1074,CREDIT,342,2026-03-19 11:42:46
5442,1074,CREDIT,2196,2025-10-29 15:50:08
5443,1075,DEBIT,1344,2025-11-12 00:36:55
5444,1075,DEBIT,1630,2025-08-18 15:43:35
5445,1075,DEBIT,194,2025-06-29 09:20:35
5446,1075,CREDIT,2822,2025-08-23 18:45:58
5447,1075,DEBIT,2146,2025-06-23 03:26:03
5448,1075,CREDIT,4117,2025-06-20 14:57:27
5449,1075,CREDIT,304,2025-12-22 03:27:35
5450,1075,CREDIT,1315,2025-09-14 05:38:21
5451,1076,CREDIT,4642,2025-08-01 23:23:40
5452,1076,CREDIT,4810,2025-06-21 12:50:41
5453,1076,CREDIT,4767,2025-12-20 05:53:36
5454,1076,CREDIT,3483,2025-08-08 07:54:41
5455,1076,DEBIT,962,2025-07-06 00:55:46
5456,1076,CREDIT,4708,2025-10-22 20:14:17
5457,1076,DEBIT,3929,2025-10-19 08:34:10
5458,1076,DEBIT,2296,2025-10-23 11:16:43
5459,1076,CREDIT,1692,2025-10-25 03:15:01
5460,1077,DEBIT,3911,2025-07-18 22:03:07
5461,1077,DEBIT,2553,2026-05-20 16:03:29
5462,1077,CREDIT,2482,2025-12-27 14:31:37
5463,1077,DEBIT,4913,2026-04-24 17:23:08
5464,1078,DEBIT,1347,2025-09-23 21:32:59
5465,1078,DEBIT,2367,2025-08-14 17:38:26
5466,1078,DEBIT,825,2026-03-20 03:28:11
5467,1078,CREDIT,4855,2025-10-13 08:22:19
5468,1078,CREDIT,365,2025-12-08 11:08:03
5469,1079,CREDIT,4824,2026-02-04 17:10:19
5470,1079,DEBIT,782,2025-09-22 01:10:18
5471,1079,CREDIT,4965,2026-04-04 19:52:55
5472,1079,DEBIT,1977,2026-03-14 04:02:15
5473,1079,DEBIT,4091,2025-08-08 13:03:07
5474,1079,CREDIT,4340,2026-04-18 17:55:16
5475,1079,DEBIT,3491,2025-07-17 05:07:59
5476,1079,CREDIT,3692,2025-10-20 23:31:01
5477,1079,CREDIT,1034,2026-03-25 01:44:16
5478,1079,DEBIT,978,2025-06-19 04:12:18
5479,1080,DEBIT,546,2025-08-04 14:33:21
5480,1080,CREDIT,480,2026-02-25 04:26:55
5481,1080,CREDIT,3902,2025-09-28 23:41:51
5482,1080,CREDIT,2435,2026-06-04 22:16:53
5483,1080,CREDIT,3928,2025-09-19 10:12:54
5484,1080,CREDIT,1969,2025-08-09 01:21:01
5485,1080,CREDIT,4707,2025-08-10 08:42:56
5486,1080,DEBIT,1298,2026-06-11 18:15:26
5487,1080,DEBIT,1308,2025-10-29 21:17:31
5488,1081,CREDIT,1998,2025-11-01 22:04:53
5489,1081,CREDIT,2609,2025-07-03 08:16:23
5490,1081,DEBIT,2511,2026-02-16 14:49:31
5491,1081,CREDIT,1708,2026-06-08 10:22:56
5492,1081,CREDIT,3596,2025-10-05 17:31:57
5493,1081,DEBIT,2190,2026-01-02 20:40:25
5494,1081,CREDIT,2268,2025-07-31 03:09:35
5495,1082,DEBIT,3688,2026-02-11 20:41:29
5496,1082,CREDIT,4070,2025-07-15 09:27:13
5497,1082,CREDIT,4828,2025-12-21 18:56:24
5498,1082,CREDIT,4662,2025-12-18 04:50:45
